id,team,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF
peret004,0,1,9,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
alfoe001,0,2,4,6,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
piazm001,0,3,10,5,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
zeilt001,0,4,3,5,5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ventr001,0,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
agbab001,0,6,7,4,4,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
mcewj001,0,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paytj001,0,7,8,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pratt001,0,8,2,5,2,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
bordm001,0,9,6,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tramb001,0,9,11,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
abbok002,0,9,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
knobc001,1,1,10,6,4,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
jeted001,1,2,6,6,4,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
justd001,1,3,7,5,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
bellc001,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillg001,1,3,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willb002,1,4,8,6,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
martt002,1,5,3,6,6,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
posaj001,1,6,2,6,5,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
oneip001,1,7,9,6,4,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
bross001,1,8,5,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
polol001,1,8,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sojol001,1,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vizcj001,1,9,4,6,6,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0
