id,team,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF
erstd001,0,1,8,5,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cleme001,0,1,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palmo001,0,2,7,5,4,4,1,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0
vaugm001,0,3,3,5,4,2,1,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0
spies001,0,3,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salmt001,0,4,9,5,4,3,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0
andeg001,0,5,10,4,4,2,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0
gil-b001,0,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glaut001,0,6,5,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
kenna001,0,7,4,5,5,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
walbm001,0,8,2,5,5,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
stock001,0,9,6,5,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
longt002,1,1,8,5,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
velar001,1,2,4,4,4,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
menef001,1,2,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giamj001,1,3,3,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
giamj002,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saeno001,1,4,10,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grieb001,1,5,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piata001,1,6,5,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
staim001,1,7,9,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tejam001,1,8,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hernr002,1,9,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chave001,1,9,11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
